,s1,s2,s3,s4,target
58,1596.72,1403.51,2388.07,47.26,2388.02
59,1582.75,1403.07,2388.06,47.41,2388.03
60,1583.55,1405.52,2388.11,47.31,2388.09
61,1581.59,1399.54,2388.1,47.28,2388.1
62,1592.14,1395.38,2388.06,47.51,2388.01
63,1584.51,1400.11,2388.1,47.45,2388.04
64,1584.72,1403.24,2388.03,47.56,2388.13
65,1588.5,1399.52,2388.06,47.14,2388.05
66,1590.22,1403.02,2388.1,47.39,2388.08
67,1582.06,1404.42,2388.1,47.36,2388.07
68,1590.7,1401.24,2388.07,47.41,2388.1
69,1584.02,1402.78,2388.11,47.41,2388.12
70,1580.41,1403.09,2388.03,47.3,2388.09
71,1579.25,1406.81,2388.07,47.27,2388.09
72,1592.04,1397.93,2388.03,47.29,2388.1
73,1584.65,1401.48,2388.07,47.58,2387.97
74,1582.32,1394.82,2388.07,47.22,2388.11
75,1589.21,1398.94,2388.02,47.44,2388.03
76,1586.3,1400.97,2388.06,47.41,2388.08
77,1580.76,1404.1,2388.08,47.4,2388.16
78,1582.46,1403.93,2388.04,47.35,2388.13
79,1591.96,1393.58,2388.06,47.64,2388.1
80,1584.82,1402.04,2388.1,47.43,2388.05
81,1589.07,1399.17,2388.1,47.25,2388.03
82,1588.05,1406.38,2388.08,47.22,2388.05
83,1585.52,1406.6,2388.05,47.38,2388.06
84,1590.12,1405.96,2388.01,47.36,2388.05
85,1588.8,1403.56,2388.1,47.38,2388.09
86,1586.69,1413.1,2388.14,47.34,2388.06
87,1581.29,1406.09,2388.07,47.46,2388.04
88,1584.73,1402.22,2388.05,47.46,2388.08
89,1584.38,1412.93,2388.1,47.32,2388.09
90,1584.84,1404.76,2388.04,47.32,2388.1
91,1590.03,1400.77,2388.14,47.45,2388.05
92,1593.74,1408.48,2388.07,47.46,2388.08
93,1583.27,1404.94,2388.15,47.48,2388.07
94,1577.6,1410.1,2388.02,47.38,2388.02
95,1584.07,1395.16,2388.07,47.39,2388.06
96,1595.77,1407.81,2388.09,47.46,2388.06
97,1591.11,1404.56,2388.06,47.37,2388.06
98,1592.73,1406.13,2388.08,47.4,2388.1
99,1589.63,1411.35,2388.07,47.64,2388.08
100,1584.18,1403.41,2388.06,47.62,2388.08
101,1589.11,1403.42,2388.15,47.49,2388.05
102,1581.27,1403.21,2388.09,47.57,2388.1
103,1590.63,1406.25,2388.08,47.34,2388.09
104,1588.28,1403.22,2388.09,47.31,2388.08
105,1589.05,1404.45,2388.08,47.44,2388.09
106,1595.13,1407.73,2388.07,47.35,2388.07
107,1585.91,1399.47,2388.14,47.61,2388.03
108,1586.45,1409.1,2388.1,47.58,2388.11
109,1590.01,1401.27,2388.13,47.55,2388.12
110,1584.38,1408.11,2388.12,47.62,2388.14
111,1586.46,1401.84,2388.06,47.22,2388.08
112,1590.85,1406.59,2388.1,47.46,2388.16
113,1588.42,1402.97,2388.07,47.58,2388.15
114,1594.84,1406.6,2388.11,47.43,2388.12
115,1580.31,1401.99,2388.08,47.43,2388.05
116,1589.77,1409.35,2388.1,47.52,2388.1
117,1585.67,1409.34,2388.1,47.55,2388.12
118,1596.8,1404.46,2388.1,47.55,2388.09
119,1593.78,1407.68,2388.1,47.6,2388.1
120,1593.56,1411.9,2388.07,47.44,2388.04
121,1593.68,1413.97,2388.15,47.6,2388.12
122,1586.66,1403.04,2388.12,47.41,2388.17
123,1587.14,1402.28,2388.13,47.55,2388.13
124,1585.47,1406.42,2388.13,47.63,2388.11
125,1582.64,1418.5,2388.05,47.49,2388.08
126,1586.9,1399.49,2388.09,47.63,2388.1
127,1593.87,1407.06,2388.13,47.62,2388.16
128,1591.33,1408.42,2388.09,47.61,2388.13
129,1585.9,1412.25,2388.13,47.46,2388.07
130,1585.78,1413.25,2388.11,47.7,2388.13
131,1596.06,1405.76,2388.17,47.56,2388.16
132,1592.64,1410.11,2388.11,47.57,2388.09
133,1583.62,1402.67,2388.11,47.75,2388.13
134,1585.55,1406.83,2388.14,47.34,2388.12
135,1584.72,1404.39,2388.06,47.43,2388.11
136,1594.69,1405.15,2388.14,47.89,2388.12
137,1589.82,1413.34,2388.11,47.4,2388.18
138,1592.28,1412.6,2388.06,47.67,2388.15
139,1590.89,1408.36,2388.17,47.51,2388.05
140,1590.02,1415.25,2388.13,47.49,2388.16
141,1595.29,1413.42,2388.1,47.59,2388.18
142,1593.1,1404.21,2388.13,47.52,2388.11
143,1591.89,1405.76,2388.17,47.57,2388.17
144,1594.92,1409.63,2388.13,47.54,2388.15
145,1586.75,1408.82,2388.12,47.63,2388.12
146,1594.85,1409.96,2388.14,47.8,2388.12
147,1590.03,1411.89,2388.16,47.49,2388.15
148,1592.78,1410.7,2388.17,47.83,2388.15
149,1589.01,1409.22,2388.12,47.6,2388.21
150,1592.39,1411.94,2388.14,47.58,2388.22
151,1598.6,1420.83,2388.18,47.72,2388.19
152,1589.17,1414.56,2388.14,47.74,2388.17
153,1597.03,1416.07,2388.14,47.73,2388.18
154,1590.4,1414.89,2388.16,47.61,2388.17
155,1585.61,1421.23,2388.26,47.58,2388.16
156,1598.04,1412.47,2388.14,47.72,2388.17
157,1596.82,1410.09,2388.2,47.68,2388.22
158,1589.54,1420.37,2388.13,47.76,2388.23
159,1590.65,1418.08,2388.21,47.84,2388.22
160,1594.2,1417.31,2388.18,47.77,2388.18
161,1592.22,1423.48,2388.15,47.79,2388.2
162,1600.54,1421.09,2388.2,47.89,2388.2
163,1598.96,1416.76,2388.17,47.7,2388.28
164,1597.03,1408.09,2388.19,47.89,2388.24
165,1596.72,1422.37,2388.22,47.86,2388.22
166,1593.83,1414.72,2388.23,47.85,2388.18
167,1591.19,1415.7,2388.22,47.84,2388.19
168,1590.16,1418.05,2388.25,47.88,2388.18
169,1592.71,1417.41,2388.21,47.86,2388.26
170,1592.06,1414.99,2388.2,48.03,2388.22
171,1591.71,1413.73,2388.24,48.07,2388.26
172,1590.69,1425.27,2388.22,47.9,2388.23
173,1599.81,1422.58,2388.22,48.0,2388.21
174,1603.29,1422.52,2388.23,47.86,2388.22
175,1592.27,1422.73,2388.23,47.84,2388.2
176,1602.02,1423.99,2388.25,48.03,2388.23
177,1605.33,1424.65,2388.23,48.0,2388.2
178,1592.56,1429.45,2388.26,48.02,2388.18
179,1599.87,1417.14,2388.21,47.85,2388.28
180,1596.71,1420.64,2388.23,48.1,2388.23
181,1602.08,1426.62,2388.26,47.98,2388.25
182,1597.23,1419.03,2388.21,48.03,2388.23
183,1605.44,1432.52,2388.24,48.07,2388.28
184,1603.46,1424.4,2388.29,48.15,2388.27
185,1595.16,1426.3,2388.21,48.12,2388.25
186,1592.1,1427.27,2388.29,48.23,2388.28
187,1602.38,1422.78,2388.31,48.0,2388.23
188,1596.17,1428.01,2388.27,48.08,2388.33
189,1599.22,1425.95,2388.29,48.33,2388.35
190,1602.36,1425.77,2388.28,48.15,2388.3
191,1601.41,1427.2,2388.32,48.25,2388.32
192,1583.84,1391.28,2388.01,46.93,2388.06
193,1587.05,1393.13,2387.98,47.24,2387.98
194,1588.32,1398.96,2388.04,47.22,2387.99
195,1584.15,1396.08,2387.98,47.1,2387.93
196,1579.03,1402.52,2388.03,47.25,2387.94
197,1577.5,1396.76,2388.04,47.05,2387.99
198,1587.49,1400.65,2388.05,47.1,2388.04
199,1590.41,1395.39,2388.01,47.2,2387.96
200,1581.99,1395.01,2388.02,47.14,2387.98
201,1586.37,1394.86,2387.99,47.21,2387.97
202,1589.21,1401.29,2388.01,47.21,2388.03
203,1579.99,1401.9,2387.98,47.13,2387.97
204,1586.77,1401.53,2387.94,47.03,2387.99
205,1584.04,1395.46,2388.01,47.12,2387.98
206,1579.84,1402.11,2388.02,47.17,2388.02
207,1581.99,1393.46,2387.99,47.24,2387.95
208,1583.58,1390.27,2388.04,47.13,2388.08
209,1588.43,1400.25,2388.0,47.22,2388.0
210,1576.84,1401.77,2388.02,47.14,2387.98
211,1582.94,1394.38,2388.0,47.14,2387.94
212,1579.51,1392.28,2388.03,47.04,2388.01
213,1580.18,1397.67,2387.96,47.17,2388.04
214,1580.89,1387.5,2387.96,47.21,2388.07
215,1580.97,1398.67,2387.98,47.15,2387.97
216,1585.38,1396.62,2388.0,47.19,2388.03
217,1575.38,1392.3,2387.98,47.12,2388.0
218,1585.44,1402.31,2388.03,47.03,2388.06
219,1581.6,1397.45,2387.99,46.99,2387.93
220,1583.78,1398.08,2388.0,47.11,2388.02
221,1590.32,1395.07,2387.98,47.2,2388.0
222,1579.86,1390.94,2388.0,47.05,2388.04
223,1584.52,1391.11,2387.98,47.12,2387.98
224,1585.17,1396.15,2388.01,47.09,2387.99
225,1584.08,1394.24,2388.0,47.22,2387.96
226,1575.73,1392.55,2388.02,47.25,2388.0
227,1581.56,1397.13,2388.02,47.21,2388.0
228,1585.63,1396.29,2388.04,47.16,2388.02
229,1585.15,1397.75,2388.0,47.22,2388.05
230,1585.69,1391.49,2388.0,47.2,2388.05
231,1582.69,1398.38,2388.03,47.22,2388.01
232,1578.97,1398.74,2388.04,47.26,2388.01
233,1579.21,1392.13,2387.97,47.14,2388.0
234,1580.59,1391.6,2388.04,47.08,2388.02
235,1584.33,1398.69,2388.04,47.22,2388.06
236,1586.41,1397.6,2388.05,47.17,2388.0
237,1575.45,1392.6,2388.0,47.19,2388.05
238,1583.85,1396.46,2388.04,47.03,2388.0
239,1586.71,1397.95,2387.99,47.18,2387.98
240,1583.86,1396.5,2388.04,47.18,2387.99
241,1577.86,1399.78,2388.0,47.16,2388.05
242,1585.34,1393.06,2388.02,47.03,2388.01
243,1588.48,1401.66,2388.0,47.09,2388.01
244,1584.9,1397.09,2388.05,46.98,2388.01
245,1583.46,1405.33,2388.01,47.1,2387.99
246,1585.59,1387.16,2388.02,47.18,2388.02
247,1587.04,1388.97,2388.02,47.03,2388.01
248,1584.13,1389.62,2388.05,47.17,2387.96
249,1582.93,1389.91,2388.03,47.3,2387.98
250,1584.24,1397.95,2388.08,47.17,2388.0
251,1584.57,1396.84,2388.04,47.12,2388.02
252,1585.45,1399.71,2388.03,47.09,2387.99
253,1577.87,1401.66,2388.03,47.27,2387.98
254,1575.83,1395.05,2388.0,47.17,2388.01
255,1581.65,1401.46,2388.02,47.11,2388.05
256,1582.59,1395.4,2388.0,47.34,2387.98
257,1584.6,1394.01,2388.06,47.17,2387.98
258,1587.63,1395.44,2388.1,46.96,2388.0
259,1577.16,1399.27,2387.97,47.16,2388.0
260,1586.47,1399.73,2388.01,47.33,2387.97
261,1593.24,1397.3,2388.05,47.26,2387.98
262,1586.68,1403.09,2388.0,47.24,2387.94
263,1583.11,1393.85,2388.03,47.19,2388.02
264,1586.57,1400.98,2388.01,47.15,2388.02
265,1584.04,1396.13,2388.01,47.25,2388.03
266,1578.27,1390.64,2387.95,47.09,2388.07
267,1586.91,1399.66,2388.05,46.99,2388.07
268,1588.54,1395.38,2388.02,46.95,2388.02
269,1587.2,1394.24,2387.99,47.12,2387.98
270,1585.59,1398.51,2388.0,47.23,2388.09
271,1588.33,1394.0,2387.99,47.2,2388.03
272,1578.31,1390.12,2388.02,47.25,2388.07
273,1587.24,1402.78,2388.01,47.19,2388.0
274,1585.18,1398.81,2388.07,47.13,2388.04
275,1586.46,1402.26,2388.06,47.29,2387.92
276,1588.31,1398.33,2387.97,47.19,2387.96
277,1579.31,1399.12,2388.02,47.27,2388.01
278,1582.64,1399.51,2387.95,47.26,2387.96
279,1587.88,1398.17,2388.01,47.04,2388.0
280,1584.62,1394.07,2388.0,47.18,2388.08
281,1580.77,1405.34,2387.98,47.21,2388.0
282,1583.57,1399.47,2388.02,47.15,2388.05
283,1584.87,1399.17,2388.02,47.13,2388.0
284,1591.68,1392.48,2388.05,47.24,2388.0
285,1585.62,1395.39,2388.03,47.38,2387.99
286,1579.26,1402.79,2388.05,47.06,2388.02
287,1576.94,1399.59,2387.97,47.07,2388.06
288,1586.12,1400.5,2388.02,47.19,2388.06
289,1587.84,1401.08,2388.04,47.21,2387.98
290,1585.48,1400.97,2388.05,47.13,2388.0
291,1586.01,1402.72,2388.0,47.21,2388.05
292,1582.66,1397.81,2387.98,47.37,2388.01
293,1590.24,1407.05,2388.03,47.19,2388.04
294,1587.75,1392.16,2388.11,47.23,2388.02
295,1582.04,1397.31,2388.0,47.26,2388.07
296,1585.65,1397.45,2388.02,47.32,2388.05
297,1584.61,1402.62,2388.06,47.32,2387.97
298,1581.7,1402.93,2387.96,47.16,2388.05
299,1578.45,1396.25,2388.03,47.23,2388.04
300,1590.41,1392.9,2388.12,47.28,2387.99
301,1583.3,1398.47,2388.07,47.31,2388.02
302,1576.85,1393.76,2387.99,47.18,2387.99
303,1588.35,1397.2,2388.01,47.37,2388.0
304,1584.21,1404.74,2388.01,47.23,2387.99
305,1576.56,1397.05,2388.01,47.19,2388.02
306,1583.27,1401.33,2388.01,47.14,2388.03
307,1577.87,1398.39,2387.97,47.01,2388.02
308,1583.84,1395.4,2388.02,47.23,2388.03
309,1580.49,1400.99,2388.01,47.11,2388.05
310,1585.06,1401.87,2388.0,47.24,2388.0
311,1589.61,1394.39,2388.05,47.22,2388.01
312,1580.19,1391.52,2387.96,47.28,2387.97
313,1585.52,1405.27,2388.01,47.23,2387.97
314,1588.59,1403.23,2388.04,47.21,2388.03
315,1583.12,1399.26,2388.04,47.06,2387.99
316,1586.32,1397.94,2388.01,47.31,2387.98
317,1587.45,1403.41,2387.96,47.28,2387.99
318,1586.65,1400.81,2387.99,47.21,2388.08
319,1592.2,1397.34,2388.01,47.2,2388.05
320,1590.59,1400.25,2388.07,47.23,2387.99
321,1584.83,1409.98,2387.99,47.26,2388.05
322,1587.61,1394.26,2388.01,47.36,2387.98
323,1586.66,1398.78,2388.13,47.12,2388.03
324,1581.22,1393.87,2388.04,47.18,2388.05
325,1586.44,1406.2,2388.02,47.17,2388.02
326,1580.12,1404.56,2388.01,47.34,2388.03
327,1582.91,1402.67,2388.05,47.09,2387.99
328,1585.36,1406.79,2388.01,47.39,2388.0
329,1585.19,1398.95,2387.99,47.16,2388.04
330,1590.88,1400.87,2388.06,47.3,2388.03
331,1593.7,1403.14,2388.09,47.32,2387.95
332,1585.09,1403.25,2388.05,47.43,2388.05
333,1586.41,1401.27,2388.08,47.3,2388.04
334,1588.88,1400.49,2388.03,47.3,2388.05
335,1584.35,1401.21,2388.03,47.32,2388.01
336,1582.72,1403.53,2387.97,47.33,2388.08
337,1590.06,1405.09,2388.05,47.3,2388.04
338,1588.78,1394.58,2388.05,47.48,2388.06
339,1584.5,1398.3,2388.02,47.31,2388.06
340,1587.88,1404.41,2388.04,47.31,2388.0
341,1585.43,1393.74,2388.01,47.15,2388.02
342,1590.21,1398.31,2387.98,47.33,2388.04
343,1583.49,1400.9,2388.06,47.25,2388.07
344,1594.33,1397.52,2388.09,47.29,2388.07
345,1591.3,1413.28,2388.01,47.23,2388.02
346,1580.93,1397.45,2388.06,47.23,2388.07
347,1578.73,1399.13,2388.04,47.31,2388.07
348,1588.7,1400.63,2388.07,47.45,2388.06
349,1586.95,1404.68,2388.02,47.45,2388.03
350,1593.89,1399.71,2388.04,47.26,2388.0
351,1585.65,1409.72,2388.07,47.46,2388.05
352,1586.65,1396.32,2388.05,47.19,2388.04
353,1588.83,1401.23,2388.06,47.42,2388.01
354,1589.56,1396.2,2388.08,47.29,2388.05
355,1588.23,1405.5,2387.99,47.32,2388.04
356,1588.55,1402.96,2388.03,47.39,2387.97
357,1589.09,1394.26,2388.03,47.43,2388.01
358,1588.74,1395.35,2388.01,47.39,2388.03
359,1593.95,1404.01,2388.04,47.3,2388.04
360,1581.85,1406.06,2388.06,47.33,2388.09
361,1577.26,1405.93,2388.03,47.35,2388.07
362,1587.94,1410.34,2388.03,47.34,2388.02
363,1589.42,1398.26,2388.06,47.25,2388.09
364,1589.0,1403.22,2388.04,47.27,2388.05
365,1588.01,1403.24,2388.08,47.31,2388.04
366,1584.58,1398.37,2388.02,47.45,2388.08
367,1585.73,1405.47,2388.04,47.22,2388.07
368,1586.88,1400.31,2388.06,47.42,2388.04
369,1590.29,1404.39,2388.04,47.56,2388.07
370,1584.55,1399.3,2388.03,47.37,2388.03
371,1593.51,1402.27,2388.11,47.52,2388.05
372,1585.87,1399.24,2388.03,47.27,2388.01
373,1586.42,1406.61,2388.03,47.52,2388.09
374,1584.95,1406.15,2388.08,47.24,2388.06
375,1585.66,1408.13,2388.04,47.47,2388.06
376,1581.09,1407.11,2388.02,47.23,2388.05
377,1582.46,1404.35,2388.05,47.47,2388.16
378,1588.88,1407.54,2388.08,47.51,2388.05
379,1582.97,1402.72,2388.07,47.37,2388.04
380,1583.54,1403.09,2388.03,47.42,2388.04
381,1592.5,1405.73,2388.06,47.2,2388.03
382,1584.59,1407.64,2388.04,47.4,2388.05
383,1589.95,1404.07,2388.03,47.49,2388.09
384,1588.28,1399.59,2388.09,47.3,2388.08
385,1592.38,1404.64,2388.05,47.69,2388.1
386,1591.55,1410.18,2388.01,47.32,2388.07
387,1591.39,1408.59,2388.15,47.43,2388.06
388,1588.64,1403.29,2388.07,47.36,2388.06
389,1596.17,1402.91,2388.05,47.14,2388.05
390,1587.17,1409.39,2388.09,47.49,2388.08
391,1589.73,1406.28,2388.08,47.44,2388.07
392,1595.57,1400.92,2388.04,47.44,2388.1
393,1589.47,1408.72,2388.14,47.45,2388.03
394,1593.02,1410.33,2388.05,47.58,2388.12
395,1591.84,1404.01,2388.02,47.43,2388.06
396,1586.59,1409.11,2388.07,47.42,2388.09
397,1588.18,1411.14,2388.03,47.24,2388.08
398,1591.04,1402.94,2388.05,47.39,2388.04
399,1590.29,1407.93,2388.05,47.51,2388.11
400,1590.92,1409.2,2388.09,47.43,2388.11
401,1583.56,1396.99,2388.1,47.51,2388.08
402,1584.65,1409.23,2388.08,47.48,2388.08
403,1586.71,1406.43,2388.13,47.51,2388.16
404,1594.64,1407.38,2388.09,47.56,2388.05
405,1588.17,1402.21,2388.09,47.49,2388.13
406,1591.44,1411.63,2388.09,47.57,2388.09
407,1583.46,1408.68,2388.08,47.53,2388.06
408,1585.11,1407.97,2388.1,47.51,2388.08
409,1592.69,1412.7,2388.12,47.56,2388.02
410,1592.52,1412.91,2388.02,47.71,2388.12
411,1600.76,1406.68,2388.09,47.54,2388.11
412,1586.57,1408.21,2388.12,47.47,2388.11
413,1590.78,1411.66,2388.1,47.52,2388.1
414,1596.47,1406.28,2388.06,47.62,2388.12
415,1592.47,1414.63,2388.13,47.74,2388.12
416,1590.59,1409.87,2388.12,47.67,2388.15
417,1601.02,1408.9,2388.05,47.46,2388.11
418,1587.46,1410.4,2388.11,47.66,2388.09
419,1592.83,1406.88,2388.11,47.46,2388.1
420,1593.83,1407.69,2388.13,47.65,2388.11
421,1593.67,1412.71,2388.09,47.69,2388.09
422,1593.78,1404.68,2388.13,47.64,2388.11
423,1590.33,1411.66,2388.11,47.56,2388.07
424,1599.65,1413.34,2388.07,47.66,2388.11
425,1588.68,1412.07,2388.12,47.58,2388.1
426,1594.54,1406.42,2388.12,47.85,2388.12
427,1598.16,1410.66,2388.15,47.63,2388.11
428,1593.05,1419.76,2388.11,47.65,2388.12
429,1599.64,1413.73,2388.11,47.52,2388.12
430,1598.37,1417.49,2388.13,47.83,2388.12
431,1599.71,1406.54,2388.11,47.66,2388.11
432,1598.65,1418.33,2388.16,47.7,2388.13
433,1593.7,1408.71,2388.13,47.54,2388.08
434,1593.98,1411.41,2388.09,47.55,2388.06
435,1595.99,1413.04,2388.13,47.71,2388.14
436,1590.93,1418.05,2388.15,47.75,2388.12
437,1589.74,1420.2,2388.12,47.72,2388.11
438,1601.2,1413.56,2388.1,47.7,2388.14
439,1599.41,1417.22,2388.08,47.75,2388.12
440,1599.77,1419.19,2388.17,47.66,2388.13
441,1598.28,1415.35,2388.16,47.79,2388.07
442,1598.68,1418.61,2388.16,47.92,2388.1
443,1596.89,1422.69,2388.11,47.7,2388.14
444,1596.43,1416.12,2388.14,47.69,2388.12
445,1593.88,1423.55,2388.15,47.95,2388.15
446,1598.25,1412.73,2388.15,47.67,2388.12
447,1598.83,1421.46,2388.12,47.77,2388.12
448,1593.17,1426.94,2388.14,48.02,2388.14
449,1599.77,1421.07,2388.11,47.66,2388.18
450,1597.65,1416.63,2388.12,47.91,2388.13
451,1593.51,1419.41,2388.17,47.94,2388.04
452,1594.0,1419.92,2388.09,48.03,2388.13
453,1588.3,1418.2,2388.14,47.82,2388.12
454,1592.32,1422.82,2388.2,47.91,2388.14
455,1610.1,1424.48,2388.18,48.07,2388.15
456,1593.48,1420.27,2388.18,47.66,2388.12
457,1591.54,1422.54,2388.1,47.84,2388.16
458,1602.23,1422.12,2388.11,47.8,2388.15
459,1602.53,1419.61,2388.16,47.96,2388.15
460,1594.52,1419.23,2388.2,48.09,2388.14
461,1604.32,1424.27,2388.2,48.04,2388.12
462,1607.43,1425.06,2388.22,48.14,2388.21
463,1600.02,1426.7,2388.22,47.96,2388.2
464,1598.88,1418.55,2388.15,47.88,2388.2
465,1598.98,1427.83,2388.2,48.07,2388.18
466,1595.3,1421.8,2388.21,48.02,2388.17
467,1605.46,1429.66,2388.16,47.98,2388.17
468,1601.47,1424.78,2388.22,48.03,2388.17
469,1597.61,1423.67,2388.19,47.99,2388.24
470,1594.8,1426.95,2388.19,48.13,2388.26
471,1594.21,1422.89,2388.24,48.12,2388.21
472,1598.25,1424.36,2388.18,48.17,2388.15
473,1598.56,1426.87,2388.23,48.27,2388.18
474,1602.03,1429.67,2388.16,48.21,2388.2
475,1601.35,1430.04,2388.22,48.18,2388.21
476,1596.84,1431.17,2388.2,48.27,2388.22
477,1603.63,1429.57,2388.18,48.14,2388.22
478,1608.5,1430.84,2388.2,48.12,2388.21
479,1584.2,1398.13,2388.06,47.14,2388.0
480,1587.04,1398.62,2388.05,47.35,2388.01
481,1580.75,1401.1,2388.03,46.94,2388.01
482,1580.12,1395.76,2388.07,47.44,2388.07
483,1581.48,1394.05,2388.01,47.16,2388.03
484,1581.26,1397.98,2388.08,47.12,2388.08
485,1583.68,1405.76,2388.06,47.26,2388.01
486,1581.6,1401.86,2388.0,47.13,2388.06
487,1581.04,1398.3,2387.99,47.16,2388.09
488,1582.2,1400.07,2388.0,47.22,2388.05
489,1591.43,1400.59,2388.03,47.4,2388.01
490,1583.92,1404.93,2388.06,47.17,2388.02
491,1583.25,1403.52,2388.03,47.25,2388.06
492,1591.03,1396.35,2388.02,47.27,2387.99
493,1585.29,1398.77,2388.05,47.15,2388.06
494,1589.05,1392.15,2388.05,47.26,2387.97
495,1588.94,1395.76,2388.0,47.35,2387.99
496,1584.36,1402.3,2388.0,47.38,2388.05
497,1580.67,1402.82,2388.03,47.23,2387.99
498,1580.73,1394.57,2388.06,47.1,2388.03
499,1586.78,1398.83,2388.02,47.27,2387.98
500,1589.55,1405.28,2388.06,47.3,2388.02
501,1585.2,1395.59,2387.99,47.12,2388.05
502,1585.08,1395.73,2388.05,47.26,2388.05
503,1579.4,1390.93,2388.05,47.17,2387.98
504,1586.92,1401.63,2388.04,47.28,2388.05
505,1581.83,1400.85,2388.03,47.17,2388.04
506,1590.59,1400.68,2388.04,47.22,2388.03
507,1584.71,1396.05,2388.03,47.24,2387.99
508,1584.95,1398.1,2388.01,47.23,2388.04
509,1588.68,1393.95,2388.04,47.33,2388.05
510,1583.7,1400.58,2388.04,47.3,2388.08
511,1583.55,1403.93,2388.0,47.31,2387.96
512,1584.17,1397.47,2388.01,47.2,2388.05
513,1584.57,1396.92,2388.04,47.26,2388.0
514,1580.96,1399.12,2388.05,47.33,2388.05
515,1582.96,1396.65,2388.02,47.17,2388.05
516,1577.99,1401.83,2388.09,47.44,2388.05
517,1580.42,1400.8,2388.05,47.1,2388.08
518,1579.38,1403.24,2388.03,47.09,2388.05
519,1586.38,1394.92,2388.02,47.32,2388.07
520,1586.25,1404.49,2387.97,47.31,2388.01
521,1587.9,1401.51,2388.0,47.35,2388.06
522,1586.83,1395.48,2388.0,47.17,2388.03
523,1582.99,1398.33,2388.04,47.06,2388.06
524,1590.25,1401.55,2388.05,47.38,2388.03
525,1587.55,1395.3,2388.04,47.29,2388.02
526,1587.21,1392.94,2388.05,47.32,2387.95
527,1583.53,1396.11,2388.03,47.33,2388.05
528,1586.16,1402.64,2388.03,47.27,2388.03
529,1592.16,1401.05,2387.94,47.14,2388.04
530,1582.66,1404.99,2387.99,47.36,2388.07
531,1588.04,1399.78,2388.06,47.21,2388.03
532,1585.66,1407.04,2388.04,47.45,2388.05
533,1594.2,1399.08,2388.03,47.22,2388.03
534,1586.08,1403.97,2388.07,47.14,2388.02
535,1581.97,1398.55,2388.06,47.28,2388.09
536,1581.31,1403.99,2388.06,47.35,2388.04
